id,quality,name,evaluationLV,limitLVMin,limitLVMax,menpai,desc,bgDesc,jiangxin,enhanceAble,jiangxinAble,tejiAble,durable,wgMin,wgMax,ngMin,ngMax,wf,nf,dingliATK,dingliDEF,ld,qj,gg,dc,sf,rj,gongli,zhanliOffset,dingli,qx,mz,gd,hx,hs,chaizhao,yushang,poshang,liaoshang,repairCost,icon,xxx3d_str,catDesc,taozhuangId,equipType,equipPos
6009013,3,神铸·透骨钉,63,41,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,2,1,1,1,1800,37,47,0,0,0,0,0,0,13,13,0,14,0,0,8,0,0,0,0,0,0,0,4,0,0,0,432,ICON_64_equip_anqi_touguding_lv03,,制造装,0,2,AnQi
6009014,3,神铸·如意珠,73,51,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,4,1,1,1,1800,48,61,0,0,0,0,0,0,15,15,0,17,0,0,14,0,0,0,0,0,0,0,7,0,0,0,576,ICON_64_equip_anqi_ruyizhu_lv03,,制造装,0,2,AnQi
6009015,3,神铸·暗弩,83,61,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,6,1,1,1,1800,65,82,0,0,0,0,0,0,17,17,0,20,0,0,24,0,0,0,0,0,0,0,12,0,0,0,768,ICON_64_equip_anqi_annu_lv03,,制造装,0,2,AnQi
6009016,3,神铸·霹雳弹,93,70,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,8,1,1,1,1800,83,103,0,0,0,0,0,0,19,19,0,23,0,0,32,0,0,0,0,0,0,0,16,0,0,0,960,ICON_64_equip_anqi_pilidan_lv03,,制造装,0,2,AnQi
6009017,3,神铸·飞刀,103,70,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,1800,91,111,0,0,0,0,0,0,22,22,0,25,0,0,38,0,0,0,0,0,0,0,19,0,0,0,1200,ICON_64_equip_anqi_feidao_lv03,,制造装,0,2,AnQi
6009018,4,白龙锥,97,65,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,6,1,1,1,2000,89,111,0,0,0,0,0,0,20,20,0,24,0,0,36,0,0,0,0,0,0,0,18,0,0,0,3840,ICON_64_equip_anqi_BaiLongZhui(Jin),,稀有装,0,2,AnQi
6009019,4,银河星,110,85,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,2000,127,156,0,0,0,0,0,0,27,27,0,32,0,0,44,0,0,0,0,0,0,0,22,0,0,0,4800,ICON_64_equip_anqi_YinHeXing(Jin),,稀有装,0,2,AnQi
6009020,4,赤炼金蛇,115,90,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,2000,148,181,0,0,0,0,0,0,32,32,0,37,0,0,46,0,0,0,0,0,0,0,23,0,0,0,6000,ICON_64_equip_anqi_ChiLianJinShe(Jin),,稀有装,0,2,AnQi
6009021,4,天地搜魂针,105,81,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,2000,109,128,0,0,0,0,0,0,22,22,0,25,0,0,40,0,0,0,0,0,0,0,20,0,0,0,6000,ICON_64_equip_anqi_baoyulihuazhen(Jin),,稀有装,0,2,AnQi
6009022,0,铜钱镖,5,1,0,-1,装备暗器后，可使用“飞花摘叶”技能。,,0,0,0,0,1000,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,ICON_64_equip_anqi_tongqianbiao,,商店售卖,0,1,AnQi
6009023,1,掷箭,8,9,0,-1,装备暗器后，可使用“飞花摘叶”技能。,,0,0,0,0,1200,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,12,ICON_64_equip_anqi_zhijian_lv01,,任务装PVE,0,1,AnQi
6009024,1,飞蝗石,18,11,0,-1,装备暗器后，可使用“飞花摘叶”技能。,,0,0,0,0,1200,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,24,ICON_64_equip_anqi_feihuangshi,,任务装PVE,0,1,AnQi
6009025,1,柳叶刀,28,21,0,-1,装备暗器后，可使用“飞花摘叶”技能。,,0,0,0,0,1200,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,1,0,48,ICON_64_equip_anqi_feidao1,,任务装PVE,0,1,AnQi
6009026,1,乌星子,38,31,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,2,1,1,1,1500,16,20,0,0,0,0,0,0,7,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,ICON_64_equip_anqi_zhu1,,不再投放的旧版任务装,0,2,AnQi
6009027,1,无影针,48,41,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,2,1,1,1,1500,22,27,0,0,0,0,0,0,9,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,ICON_64_equip_anqi_feizhen1,,不再投放的旧版任务装,0,2,AnQi
6009028,2,暗弩,63,51,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,4,1,1,1,1500,34,42,0,0,0,0,0,0,13,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,ICON_64_equip_anqi_nu1,,不再投放的旧版任务装,0,2,AnQi
6009029,2,寒星镖,73,61,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,6,1,1,1,1500,44,54,0,0,0,0,0,0,15,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,ICON_64_equip_anqi_biao2,,不再投放的旧版任务装,0,2,AnQi
6009030,2,袖箭,83,70,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,8,1,1,1,1500,58,71,0,0,0,0,0,0,17,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,ICON_64_equip_anqi_xiujian2,,不再投放的旧版任务装,0,2,AnQi
6009031,1,铜钱镖,85,70,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,1500,61,75,0,0,0,0,0,0,17,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,ICON_64_equip_anqi_tongqianbiao,,未投放装备,0,2,AnQi
6009032,3,掷箭,47,30,0,-1,装备暗器后，可使用“飞花摘叶”技能。,,2,1,1,1,1500,21,27,0,0,0,0,0,0,8,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,ICON_64_equip_anqi_zhijian_lv02,,普通话本装（不再产出）,0,2,AnQi
6009033,3,金玉子,62,41,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,2,1,1,1,1800,36,45,0,0,0,0,0,0,12,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,ICON_64_equip_anqi_jinyushi,,普通话本装（不再产出）,0,2,AnQi
6009034,3,探花翎,70,51,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,4,1,1,1,1800,46,58,0,0,0,0,0,0,14,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,ICON_64_equip_anqi_feidao2,,普通话本装（不再产出）,0,2,AnQi
6009035,3,三清,80,61,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,6,1,1,1,1800,62,78,0,0,0,0,0,0,16,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,ICON_64_equip_anqi_zhu2,,普通话本装（不再产出）,0,2,AnQi
6009036,3,碎梦,90,70,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,8,1,1,1,1800,79,98,0,0,0,0,0,0,18,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,ICON_64_equip_anqi_feizhen2,,普通话本装（不再产出）,0,2,AnQi
6009037,3,钢弦弩,67,50,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,2,1,1,1,1800,49,60,0,0,0,0,0,0,13,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,ICON_64_equip_anqi_nu2,,挑战本装（不再产出）,0,2,AnQi
6009038,3,霹雳弹,77,60,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,4,1,1,1,1800,64,79,0,0,0,0,0,0,15,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,ICON_64_equip_anqi_pilidan,,挑战本装（不再产出）,0,2,AnQi
6009039,3,亮银流星镖,87,70,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,6,1,1,1,1800,81,99,0,0,0,0,0,0,17,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,ICON_64_equip_anqi_biao3,,挑战本装（不再产出）,0,2,AnQi
6009040,3,璎珞刀,97,70,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,8,1,1,1,1800,94,111,0,0,0,0,0,0,20,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,ICON_64_equip_anqi_feidao3,,挑战本装（不再产出）,0,2,AnQi
6009041,1,飞蝗石,13,18,0,-1,装备暗器后，可使用“飞花摘叶”技能。,,0,0,0,0,1200,6,7,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,ICON_64_equip_anqi_feihuangshi,,江洋大盗,0,1,AnQi
6009042,1,柳叶刀,23,28,0,-1,装备暗器后，可使用“飞花摘叶”技能。,,0,0,0,0,1200,9,11,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,ICON_64_equip_anqi_feidao1,,江洋大盗,0,1,AnQi
6009043,2,山河·乌星子,43,30,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,2,1,1,1,1500,19,23,0,0,0,0,0,0,8,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,ICON_64_equip_anqi_zhu1,,江洋大盗,0,2,AnQi
6009044,2,山河·无影针,53,48,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,2,1,1,1,1500,25,31,0,0,0,0,0,0,10,10,0,12,0,0,6,0,0,0,0,0,0,0,3,0,0,0,216,ICON_64_equip_anqi_feizhen1,,江洋大盗,0,2,AnQi
6009045,2,山河·暗弩,63,58,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,4,1,1,1,1500,34,42,0,0,0,0,0,0,13,13,0,14,0,0,8,0,0,0,0,0,0,0,4,0,0,0,288,ICON_64_equip_anqi_nu1,,江洋大盗,0,2,AnQi
6009046,2,山河·寒星镖,73,68,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,6,1,1,1,1500,44,54,0,0,0,0,0,0,15,15,0,17,0,0,14,0,0,0,0,0,0,0,7,0,0,0,384,ICON_64_equip_anqi_biao2,,江洋大盗,0,2,AnQi
6009047,2,山河·袖箭,83,70,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,8,1,1,1,1500,58,71,0,0,0,0,0,0,17,17,0,20,0,0,24,0,0,0,0,0,0,0,12,0,0,0,480,ICON_64_equip_anqi_xiujian2,,江洋大盗,0,2,AnQi
6009048,2,山河·铜钱镖,88,70,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,1500,66,81,0,0,0,0,0,0,18,18,0,21,0,0,28,0,0,0,0,0,0,0,14,0,0,0,600,ICON_64_equip_anqi_tongqianbiao,,江洋大盗,0,2,AnQi
6009049,1,乌星子,38,38,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,2,1,1,1,1500,16,20,0,0,0,0,0,0,7,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,ICON_64_equip_anqi_zhu1,,商店售卖,0,2,AnQi
6009050,1,无影针,48,48,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,2,1,1,1,1500,22,27,0,0,0,0,0,0,9,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,ICON_64_equip_anqi_feizhen1,,商店售卖,0,2,AnQi
6009051,1,暗弩,58,58,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,4,1,1,1,1500,29,36,0,0,0,0,0,0,11,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,ICON_64_equip_anqi_nu1,,商店售卖,0,2,AnQi
6009052,1,寒星镖,68,68,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,6,1,1,1,1500,39,48,0,0,0,0,0,0,14,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,ICON_64_equip_anqi_biao2,,商店售卖,0,2,AnQi
6009053,1,袖箭,78,70,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,8,1,1,1,1500,50,62,0,0,0,0,0,0,16,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,ICON_64_equip_anqi_xiujian2,,商店售卖,0,2,AnQi
6009054,1,铜钱镖,85,70,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,1500,61,75,0,0,0,0,0,0,17,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,ICON_64_equip_anqi_tongqianbiao,,商店售卖,0,2,AnQi
6009055,0,铜钱镖,5,1,0,-1,装备暗器后，可使用“飞花摘叶”技能。,,0,0,0,0,1000,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,ICON_64_equip_anqi_tongqianbiao,,商店售卖,0,1,AnQi
6009056,1,掷箭,8,9,0,-1,装备暗器后，可使用“飞花摘叶”技能。,,0,0,0,0,1200,4,5,0,0,0,0,0,0,1,1,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,12,ICON_64_equip_anqi_zhijian_lv01,,商店售卖,0,1,AnQi
6009057,1,飞蝗石,18,11,0,-1,装备暗器后，可使用“飞花摘叶”技能。,,0,0,0,0,1200,7,8,0,0,0,0,0,0,2,2,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,24,ICON_64_equip_anqi_feihuangshi,,商店售卖,0,1,AnQi
6009058,1,柳叶刀,28,21,0,-1,装备暗器后，可使用“飞花摘叶”技能。,,0,0,0,0,1200,11,14,0,0,0,0,0,0,4,4,0,5,0,0,0,62,0,0,0,0,0,0,0,0,0,0,48,ICON_64_equip_anqi_feidao1,,商店售卖,0,1,AnQi
6009059,3,璎珞刀,93,81,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,1800,86,107,0,0,0,0,0,0,19,19,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,ICON_64_equip_anqi_feidao3,,不再投放的旧版任务装,0,2,AnQi
6009060,2,天火·暗弩,63,51,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,216,ICON_64_equip_anqi_nu1,,任务装PVE输出（不使用）,0,1,AnQi
6009061,2,金刚·暗弩,63,51,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,216,ICON_64_equip_anqi_nu1,,任务装PVE暴击（不使用）,0,1,AnQi
6009062,2,泽兰·暗弩,63,51,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,216,ICON_64_equip_anqi_nu1,,任务装PVE生存（不使用）,0,1,AnQi
6009063,2,天火·寒星镖,73,61,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,288,ICON_64_equip_anqi_biao2,,任务装PVE输出（不使用）,0,1,AnQi
6009064,2,金刚·寒星镖,73,61,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,288,ICON_64_equip_anqi_biao2,,任务装PVE暴击（不使用）,0,1,AnQi
6009065,2,泽兰·寒星镖,73,61,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,288,ICON_64_equip_anqi_biao2,,任务装PVE生存（不使用）,0,1,AnQi
6009066,2,天火·袖箭,83,71,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,384,ICON_64_equip_anqi_xiujian2,,任务装PVE输出（不使用）,0,1,AnQi
6009067,2,金刚·袖箭,83,71,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,384,ICON_64_equip_anqi_xiujian2,,任务装PVE暴击（不使用）,0,1,AnQi
6009068,2,泽兰·袖箭,83,71,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,384,ICON_64_equip_anqi_xiujian2,,任务装PVE生存（不使用）,0,1,AnQi
6009069,3,天火·璎珞刀,93,81,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,960,ICON_64_equip_anqi_feidao3,,任务装PVE输出（不使用）,0,1,AnQi
6009070,3,金刚·璎珞刀,93,81,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,960,ICON_64_equip_anqi_feidao3,,任务装PVE暴击（不使用）,0,1,AnQi
6009071,3,泽兰·璎珞刀,93,81,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,960,ICON_64_equip_anqi_feidao3,,任务装PVE生存（不使用）,0,1,AnQi
6009072,3,天火·战意刃,98,86,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,960,ICON_64_equip_anqi_HB_haoran,,任务装PVE输出（不使用）,0,1,AnQi
6009073,3,金刚·战意刃,98,86,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,960,ICON_64_equip_anqi_HB_haoran,,任务装PVE暴击（不使用）,0,1,AnQi
6009074,3,泽兰·战意刃,98,86,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,960,ICON_64_equip_anqi_HB_haoran,,任务装PVE生存（不使用）,0,1,AnQi
6009075,2,武皇·无影针,53,41,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,2,1,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,ICON_64_equip_anqi_feizhen1,,任务套PVP（不使用）,0,2,AnQi
6009076,2,武皇·暗弩,63,51,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,4,1,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,ICON_64_equip_anqi_nu1,,任务套PVP（不使用）,0,2,AnQi
6009077,2,武皇·寒星镖,73,61,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,6,1,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,ICON_64_equip_anqi_biao2,,任务套PVP（不使用）,0,2,AnQi
6009078,2,武皇·袖箭,83,71,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,8,1,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,ICON_64_equip_anqi_xiujian2,,任务套PVP（不使用）,0,2,AnQi
6009079,3,武皇·璎珞刀,93,81,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,ICON_64_equip_anqi_feidao3,,任务套PVP（不使用）,0,2,AnQi
6009080,3,武皇·浩然针,98,86,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,ICON_64_equip_anqi_HB_haoran,,任务套PVP（不使用）,0,2,AnQi
6009081,1,工铸·剑魄珠,95,81,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,1200,77,95,0,0,0,0,0,0,20,20,0,23,0,0,34,0,0,0,0,0,0,0,17,0,0,0,240,ICON_64_equip_anqi_pilidan,,制造装,0,2,AnQi
6009082,2,匠铸·剑魄珠,100,81,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,1500,86,105,0,0,0,0,0,0,21,21,0,24,0,0,36,0,0,0,0,0,0,0,18,0,0,0,480,ICON_64_equip_anqi_pilidan,,制造装,0,2,AnQi
6009083,3,师铸·剑魄珠,103,81,0,-1,装备暗器后，可使用“飞花摘叶”技能。<br>本装备为PVP装,,9,1,1,1,1800,90,110,0,0,0,0,0,0,21,21,0,25,0,0,38,0,0,0,0,0,0,0,19,0,0,0,960,ICON_64_equip_anqi_pilidan,,制造装,0,2,AnQi
