id,quality,name,evaluationLV,limitLVMin,limitLVMax,menpai,desc,bgDesc,jiangxin,enhanceAble,jiangxinAble,tejiAble,durable,wgMin,wgMax,ngMin,ngMax,wf,nf,dingliATK,dingliDEF,ld,qj,gg,dc,sf,rj,gongli,zhanliOffset,dingli,qx,mz,gd,hx,hs,chaizhao,yushang,poshang,liaoshang,repairCost,icon,xxx3d_str,catDesc,taozhuangId,equipType,equipPos
6015011,2,环姿·孤川,85,70,0,-1,本装备为PVP装,,8,1,1,1,1500,0,0,0,0,155,124,0,0,0,0,20,0,29,0,26,0,0,0,0,0,0,0,13,0,0,0,480,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015012,2,环姿·无邪,95,70,0,-1,本装备为PVP装,,9,1,1,1,1500,0,0,0,0,175,140,0,0,0,0,23,0,33,0,34,0,0,0,0,0,0,0,17,0,0,0,600,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015013,3,束玉·绮年,63,41,0,-1,本装备为PVP装,,2,1,1,1,1800,0,0,0,0,108,86,0,0,0,0,14,0,20,0,8,0,0,0,0,0,0,0,4,0,0,0,432,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015014,3,束玉·艳心,73,51,0,-1,本装备为PVP装,,4,1,1,1,1800,0,0,0,0,129,103,0,0,0,0,17,0,24,0,14,0,0,0,0,0,0,0,7,0,0,0,576,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015015,3,束玉·明魄,83,61,0,-1,本装备为PVP装,,6,1,1,1,1800,0,0,0,0,151,120,0,0,0,0,20,0,28,0,24,0,0,0,0,0,0,0,12,0,0,0,768,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015016,3,束玉·孤川,93,70,0,-1,本装备为PVP装,,8,1,1,1,1800,0,0,0,0,171,137,0,0,0,0,23,0,32,0,32,0,0,0,0,0,0,0,16,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015017,3,束玉·无邪,103,70,0,-1,本装备为PVP装,,9,1,1,1,1800,0,0,0,0,192,153,0,0,0,0,25,0,36,0,38,0,0,0,0,0,0,0,19,0,0,0,1200,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015018,4,静庭明雪,97,65,0,-1,本装备为PVP装,,6,1,1,1,2000,0,0,0,0,185,148,0,0,0,0,24,0,33,0,36,0,0,0,0,0,0,0,18,0,0,0,3840,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,稀有装,0,2,NeiChen
6015019,4,一栊孤烟,110,85,0,-1,本装备为PVP装,,9,1,1,1,2000,0,0,0,0,207,165,0,0,0,0,32,0,45,0,44,0,0,0,0,0,0,0,22,0,0,0,4800,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,稀有装,0,2,NeiChen
6015020,4,霜夜无尘,115,90,0,-1,本装备为PVP装,,9,1,1,1,2000,0,0,0,0,218,175,0,0,0,0,37,0,53,0,46,0,0,0,0,0,0,0,23,0,0,0,6000,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,稀有装,0,2,NeiChen
6015021,4,云天无迹,105,81,0,-1,本装备为PVP装,,9,1,1,1,2000,0,0,0,0,196,157,0,0,0,0,25,0,36,0,40,0,0,0,0,0,0,0,20,0,0,0,6000,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,稀有装,0,2,NeiChen
6015022,0,幽兰·芳霭,5,1,0,-1,,,0,0,0,0,1000,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE,0,1,NeiChen
6015023,1,月影·轻疏,8,8,0,-1,,,0,0,0,0,1200,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,12,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE,0,1,NeiChen
6015024,1,月影·横斜,18,11,0,-1,,,0,0,0,0,1200,0,0,0,0,32,26,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,24,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE,0,1,NeiChen
6015025,1,月影·婆娑,28,21,0,-1,,,0,0,0,0,1200,0,0,0,0,47,38,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,1,0,48,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE,0,1,NeiChen
6015026,1,环姿·秀眉,38,31,0,-1,本装备为PVP装,,2,1,1,1,1500,0,0,0,0,62,50,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,不再投放的旧版任务装,0,2,NeiChen
6015027,1,环姿·绮咏,48,41,0,-1,本装备为PVP装,,2,1,1,1,1500,0,0,0,0,77,62,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,216,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,不再投放的旧版任务装,0,2,NeiChen
6015028,2,环姿·艳逸,63,51,0,-1,本装备为PVP装,,4,1,1,1,1500,0,0,0,0,108,86,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,288,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,不再投放的旧版任务装,0,2,NeiChen
6015029,2,环姿·明宫,73,61,0,-1,本装备为PVP装,,6,1,1,1,1500,0,0,0,0,129,103,0,0,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,384,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,不再投放的旧版任务装,0,2,NeiChen
6015030,2,环姿·孤梦,83,70,0,-1,本装备为PVP装,,8,1,1,1,1500,0,0,0,0,151,120,0,0,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,480,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,不再投放的旧版任务装,0,2,NeiChen
6015031,1,环姿·无妄,85,70,0,-1,本装备为PVP装,,9,1,1,1,1500,0,0,0,0,155,124,0,0,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,600,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,商店售卖,0,2,NeiChen
6015032,3,环姿·秀隐,47,30,0,-1,,,2,1,1,1,1500,0,0,0,0,75,60,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,普通话本装（不再产出）,0,2,NeiChen
6015033,3,束玉·绮咏,62,41,0,-1,本装备为PVP装,,2,1,1,1,1800,0,0,0,0,105,85,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,432,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,普通话本装（不再产出）,0,2,NeiChen
6015034,3,束玉·艳逸,70,51,0,-1,本装备为PVP装,,4,1,1,1,1800,0,0,0,0,123,98,0,0,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,576,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,普通话本装（不再产出）,0,2,NeiChen
6015035,3,束玉·明宫,80,61,0,-1,本装备为PVP装,,6,1,1,1,1800,0,0,0,0,144,115,0,0,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,768,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,普通话本装（不再产出）,0,2,NeiChen
6015036,3,束玉·孤梦,90,70,0,-1,本装备为PVP装,,8,1,1,1,1800,0,0,0,0,166,132,0,0,0,0,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,普通话本装（不再产出）,0,2,NeiChen
6015037,3,束玉·绮盈,67,50,0,-1,本装备为PVP装,,2,1,1,1,1800,0,0,0,0,116,93,0,0,0,0,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,432,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,挑战本装（不再产出）,0,2,NeiChen
6015038,3,束玉·艳采,77,60,0,-1,本装备为PVP装,,4,1,1,1,1800,0,0,0,0,137,110,0,0,0,0,21,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,576,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,挑战本装（不再产出）,0,2,NeiChen
6015039,3,束玉·明丽,87,70,0,-1,本装备为PVP装,,6,1,1,1,1800,0,0,0,0,159,127,0,0,0,0,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,768,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,挑战本装（不再产出）,0,2,NeiChen
6015040,3,束玉·孤清,97,70,0,-1,本装备为PVP装,,8,1,1,1,1800,0,0,0,0,179,143,0,0,0,0,26,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,挑战本装（不再产出）,0,2,NeiChen
6015041,1,月影·横斜,13,16,0,-1,,,0,0,0,0,1200,0,0,0,0,24,20,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,江洋大盗,0,1,NeiChen
6015042,1,月影·婆娑,23,26,0,-1,,,0,0,0,0,1200,0,0,0,0,39,32,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,48,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,江洋大盗,0,1,NeiChen
6015043,2,山河·秀眉,43,30,0,-1,本装备为PVP装,,2,1,1,1,1500,0,0,0,0,69,56,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,江洋大盗,0,2,NeiChen
6015044,2,山河·绮咏,53,46,0,-1,本装备为PVP装,,2,1,1,1,1500,0,0,0,0,87,69,0,0,0,0,12,0,16,0,6,0,0,0,0,0,0,0,3,0,0,0,216,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,江洋大盗,0,2,NeiChen
6015045,2,山河·艳逸,63,56,0,-1,本装备为PVP装,,4,1,1,1,1500,0,0,0,0,108,86,0,0,0,0,14,0,20,0,8,0,0,0,0,0,0,0,4,0,0,0,288,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,江洋大盗,0,2,NeiChen
6015046,2,山河·明宫,73,66,0,-1,本装备为PVP装,,6,1,1,1,1500,0,0,0,0,129,103,0,0,0,0,17,0,24,0,14,0,0,0,0,0,0,0,7,0,0,0,384,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,江洋大盗,0,2,NeiChen
6015047,2,山河·孤梦,83,70,0,-1,本装备为PVP装,,8,1,1,1,1500,0,0,0,0,151,120,0,0,0,0,20,0,28,0,24,0,0,0,0,0,0,0,12,0,0,0,480,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,江洋大盗,0,2,NeiChen
6015048,2,山河·无妄,88,70,0,-1,本装备为PVP装,,9,1,1,1,1500,0,0,0,0,162,129,0,0,0,0,21,0,30,0,28,0,0,0,0,0,0,0,14,0,0,0,600,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,江洋大盗,0,2,NeiChen
6015049,1,环姿·秀眉,38,36,0,-1,本装备为PVP装,,2,1,1,1,1500,0,0,0,0,62,50,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,商店售卖,0,2,NeiChen
6015050,1,环姿·绮咏,48,46,0,-1,本装备为PVP装,,2,1,1,1,1500,0,0,0,0,77,62,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,216,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,商店售卖,0,2,NeiChen
6015051,1,环姿·艳逸,58,56,0,-1,本装备为PVP装,,4,1,1,1,1500,0,0,0,0,97,77,0,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,288,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,商店售卖,0,2,NeiChen
6015052,1,环姿·明宫,68,66,0,-1,本装备为PVP装,,6,1,1,1,1500,0,0,0,0,119,95,0,0,0,0,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,384,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,商店售卖,0,2,NeiChen
6015053,1,环姿·孤梦,78,70,0,-1,本装备为PVP装,,8,1,1,1,1500,0,0,0,0,140,112,0,0,0,0,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,480,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,商店售卖,0,2,NeiChen
6015054,1,环姿·无妄,85,70,0,-1,本装备为PVP装,,9,1,1,1,1500,0,0,0,0,155,124,0,0,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,600,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,商店售卖,0,2,NeiChen
6015055,0,幽兰·芳霭,5,1,0,-1,,,0,0,0,0,1000,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,商店售卖,0,1,NeiChen
6015056,1,月影·轻疏,8,8,0,-1,,,0,0,0,0,1200,0,0,0,0,17,14,0,0,0,0,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,12,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,商店售卖,0,1,NeiChen
6015057,1,月影·横斜,18,11,0,-1,,,0,0,0,0,1200,0,0,0,0,32,26,0,0,0,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,24,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,商店售卖,0,1,NeiChen
6015058,1,月影·婆娑,28,21,0,-1,,,0,0,0,0,1200,0,0,0,0,47,38,0,0,0,0,5,0,7,0,0,39,0,0,0,0,0,0,0,0,0,0,48,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,商店售卖,0,1,NeiChen
6015059,3,环姿·无妄,93,81,0,-1,本装备为PVP装,,9,1,1,1,1800,0,0,0,0,175,141,0,0,0,0,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,不再投放的旧版任务装,0,2,NeiChen
6015060,2,天火·艳逸,63,51,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,216,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE输出（不使用）,0,1,NeiChen
6015061,2,金刚·艳逸,63,51,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,216,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE暴击（不使用）,0,1,NeiChen
6015062,2,泽兰·艳逸,63,51,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,216,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE生存（不使用）,0,1,NeiChen
6015063,2,天火·明宫,73,61,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,288,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE输出（不使用）,0,1,NeiChen
6015064,2,金刚·明宫,73,61,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,288,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE暴击（不使用）,0,1,NeiChen
6015065,2,泽兰·明宫,73,61,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,288,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE生存（不使用）,0,1,NeiChen
6015066,2,天火·孤梦,83,71,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,384,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE输出（不使用）,0,1,NeiChen
6015067,2,金刚·孤梦,83,71,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,384,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE暴击（不使用）,0,1,NeiChen
6015068,2,泽兰·孤梦,83,71,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,384,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE生存（不使用）,0,1,NeiChen
6015069,3,天火·无妄,93,81,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE输出（不使用）,0,1,NeiChen
6015070,3,金刚·无妄,93,81,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE暴击（不使用）,0,1,NeiChen
6015071,3,泽兰·无妄,93,81,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE生存（不使用）,0,1,NeiChen
6015072,3,天火·瑶陌,98,86,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE输出（不使用）,0,1,NeiChen
6015073,3,金刚·瑶陌,98,86,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE暴击（不使用）,0,1,NeiChen
6015074,3,泽兰·瑶陌,98,86,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务装PVE生存（不使用）,0,1,NeiChen
6015075,2,武皇·绮咏,53,41,0,-1,本装备为PVP装,,2,1,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务套PVP（不使用）,0,2,NeiChen
6015076,2,武皇·艳逸,63,51,0,-1,本装备为PVP装,,4,1,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务套PVP（不使用）,0,2,NeiChen
6015077,2,武皇·明宫,73,61,0,-1,本装备为PVP装,,6,1,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务套PVP（不使用）,0,2,NeiChen
6015078,2,武皇·孤梦,83,71,0,-1,本装备为PVP装,,8,1,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务套PVP（不使用）,0,2,NeiChen
6015079,3,武皇·无妄,93,81,0,-1,本装备为PVP装,,9,1,1,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务套PVP（不使用）,0,2,NeiChen
6015080,3,武皇·瑶陌,98,86,0,-1,本装备为PVP装,,9,1,1,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,任务套PVP（不使用）,0,2,NeiChen
6015081,1,彩锦·沁滢,95,81,0,-1,本装备为PVP装,,9,1,1,1,1200,0,0,0,0,175,140,0,0,0,0,23,0,33,0,34,0,0,0,0,0,0,0,17,0,0,0,240,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015082,2,华绸·沁滢,100,81,0,-1,本装备为PVP装,,9,1,1,1,1500,0,0,0,0,185,148,0,0,0,0,24,0,35,0,36,0,0,0,0,0,0,0,18,0,0,0,480,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015083,3,宫绡·沁滢,103,81,0,-1,本装备为PVP装,,9,1,1,1,1800,0,0,0,0,191,152,0,0,0,0,25,0,36,0,38,0,0,0,0,0,0,0,19,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
